diameter,weight,red,green,blue,name
237,936,45,48,12,1
237,937,31,38,0,1
237,938,29,50,9,1
237,938,52,49,5,1
237,939,55,51,0,1
237,939,38,54,4,1
237,940,50,57,1,1
237,941,42,48,3,1
237,942,51,42,0,1
237,942,40,54,3,1
238,943,42,73,10,1
238,944,56,55,2,1
238,945,38,77,11,1
238,945,33,43,6,1
238,945,46,42,4,1
238,946,43,51,0,1
238,947,33,49,0,1
238,948,27,52,0,1
238,949,48,59,0,1
239,950,32,41,0,1
239,950,34,45,15,1
239,951,43,49,1,1
239,952,53,47,14,1
239,953,46,36,0,1
239,954,33,47,0,1
239,955,34,60,2,1
239,956,45,42,0,1
239,957,46,46,0,1
239,957,41,59,0,1
240,958,20,57,17,1
240,959,51,46,1,1
240,960,19,44,0,1
240,961,38,41,6,1
240,961,52,57,0,1
240,961,34,18,12,1
240,962,10,49,6,1
240,963,51,45,0,1
240,963,44,48,2,1
240,963,37,52,11,1
240,964,47,42,17,1
240,965,29,51,2,1
240,966,30,26,15,1
240,967,33,45,0,1
240,968,39,45,11,1
241,968,43,35,0,1
241,969,32,35,5,1
241,970,47,41,8,1
241,971,25,38,20,1
241,972,34,56,4,1
241,973,40,52,0,1
241,973,38,46,20,1
241,974,47,43,12,1
241,975,47,43,0,1
241,975,47,64,5,1
242,976,39,50,0,1
242,977,38,63,17,1
242,977,46,48,0,1
242,978,58,40,0,1
242,978,24,30,12,1
242,978,57,47,23,1
242,979,33,34,0,1
242,980,43,54,4,1
242,980,36,47,0,1
242,981,52,58,1,1
242,982,41,41,14,1
242,982,40,35,6,1
242,982,50,41,0,1
242,983,36,33,0,1
242,984,43,64,9,1
242,985,39,47,14,1
243,985,46,44,0,1
243,985,30,45,8,1
243,986,55,47,0,1
243,987,44,42,12,1
243,988,35,44,13,1
243,989,40,41,3,1
243,989,32,56,0,1
244,990,42,35,0,1
244,991,61,42,10,1
244,991,42,56,0,1
244,992,32,54,0,1
244,993,51,38,11,1
244,994,45,57,0,1
244,994,30,37,12,1
244,995,42,56,1,1
244,996,41,47,5,1
244,997,50,39,11,1
244,998,47,42,9,1
244,999,50,35,16,1
244,1000,60,50,7,1
245,1001,58,55,0,1
245,1001,31,61,0,1
245,1002,40,54,8,1
245,1002,48,45,0,1
245,1003,38,38,4,1
245,1004,51,52,0,1
245,1005,33,35,0,1
245,1005,39,47,0,1
245,1005,37,43,2,1
246,1006,17,44,5,1
246,1006,45,44,0,1
246,1007,44,61,0,1
246,1008,32,51,8,1
246,1008,49,74,0,1
246,1009,54,61,11,1
246,1009,34,43,0,1
246,1009,49,40,0,1
246,1010,46,38,0,1
246,1011,42,53,5,1
246,1011,49,54,22,1
246,1012,49,40,4,1
246,1013,51,23,0,1
246,1013,37,21,0,1
246,1013,36,40,0,1
246,1014,37,47,27,1
247,1015,43,57,8,1
247,1015,34,48,0,1
247,1016,38,32,7,1
247,1017,29,42,8,1
247,1017,42,63,13,1
247,1018,41,55,2,1
247,1018,63,65,8,1
247,1019,43,52,16,1
247,1020,21,44,12,1
247,1021,39,26,9,1
247,1022,42,51,0,1
247,1023,41,40,0,1
247,1023,34,36,0,1
247,1024,38,40,0,1
248,1024,45,49,5,1
248,1025,33,37,0,1
248,1025,25,49,18,1
248,1025,36,46,1,1
248,1025,38,48,6,1
248,1026,47,46,11,1
248,1027,71,56,2,1
248,1027,30,47,8,1
248,1028,47,42,0,1
248,1029,40,43,19,1
248,1029,42,44,8,1
248,1029,37,46,0,1
248,1030,37,41,0,1
249,1031,37,52,16,1
249,1031,47,46,1,1
249,1032,61,74,11,1
249,1033,42,29,5,1
249,1034,45,29,0,1
249,1035,48,55,16,1
249,1036,60,53,0,1
249,1037,37,63,0,1
250,1038,24,37,13,1
250,1038,50,56,0,1
250,1039,40,44,2,1
250,1039,30,38,10,1
250,1039,53,49,1,1
250,1039,52,49,8,1
250,1040,45,50,0,1
250,1040,59,41,4,1
250,1041,44,53,17,1
250,1042,43,43,13,1
250,1042,39,50,3,1
250,1043,53,46,6,1
250,1043,39,57,0,1
250,1044,50,50,11,1
250,1045,22,42,12,1
250,1045,45,50,0,1
251,1046,24,34,4,1
251,1046,44,41,0,1
251,1047,46,49,8,1
251,1048,48,49,0,1
251,1049,44,29,2,1
251,1050,46,49,2,1
251,1051,55,47,0,1
251,1051,36,40,9,1
251,1051,46,43,0,1
251,1052,28,40,1,1
251,1053,43,56,4,1
251,1053,32,54,5,1
251,1053,38,39,0,1
251,1054,29,52,0,1
251,1054,46,47,4,1
252,1055,42,46,0,1
252,1056,45,54,5,1
252,1056,50,40,2,1
252,1057,41,50,10,1
252,1058,44,62,2,1
252,1059,46,50,0,1
252,1060,57,64,0,1
252,1060,32,66,0,1
253,1061,22,48,0,1
253,1062,32,48,20,1
253,1063,36,43,2,1
253,1064,34,50,0,1
253,1065,49,42,17,1
253,1066,53,33,0,1
253,1066,33,43,5,1
253,1067,38,51,0,1
253,1067,41,41,0,1
253,1068,38,42,1,1
253,1069,49,62,13,1
253,1069,30,46,5,1
254,1070,44,46,12,1
254,1071,28,44,0,1
254,1072,25,30,17,1
254,1073,35,43,0,1
254,1074,38,51,0,1
254,1074,35,27,6,1
254,1074,43,30,6,1
254,1074,33,50,0,1
254,1075,47,34,25,1
254,1075,41,32,0,1
254,1076,35,53,0,1
254,1077,50,61,0,1
254,1077,48,53,5,1
254,1078,40,50,0,1
254,1079,40,53,0,1
254,1079,16,53,2,1
254,1079,13,45,11,1
254,1079,38,52,11,1
255,1080,35,48,0,1
255,1080,49,32,13,1
255,1081,38,39,7,1
255,1081,35,40,0,1
255,1082,26,51,12,1
255,1083,48,49,16,1
255,1084,53,63,2,1
255,1084,66,44,1,1
255,1085,46,42,0,1
255,1085,40,52,2,1
255,1086,36,54,11,1
256,1086,47,36,18,1
256,1087,32,50,0,1
256,1088,33,53,0,1
256,1089,41,48,0,1
256,1089,38,43,0,1
256,1090,25,36,0,1
256,1091,41,39,0,1
256,1091,33,43,0,1
256,1092,40,40,18,1
256,1093,34,31,10,1
256,1094,40,52,0,1
256,1095,31,63,0,1
256,1096,43,51,10,1
256,1097,47,36,16,1
256,1098,47,48,0,1
256,1099,37,49,0,1
256,1100,44,57,0,1
256,1101,42,43,4,1
257,1102,38,41,2,1
257,1102,39,39,9,1
257,1102,47,22,0,1
257,1103,35,52,0,1
257,1103,47,33,0,1
257,1103,51,41,0,1
257,1103,32,40,6,1
257,1104,45,57,0,1
257,1104,42,42,3,1
257,1105,41,44,4,1
257,1105,37,35,0,1
257,1105,55,51,5,1
257,1106,29,53,14,1
257,1107,42,55,0,1
257,1107,30,39,33,1
258,1107,31,29,6,1
258,1108,60,38,1,1
258,1109,57,50,3,1
258,1109,21,28,0,1
258,1110,50,24,0,1
258,1110,45,31,6,1
258,1111,33,48,2,1
258,1111,44,65,10,1
258,1112,37,29,7,1
258,1113,45,49,0,1
258,1113,45,53,0,1
258,1114,37,56,9,1
258,1114,49,65,13,1
258,1115,60,39,4,1
258,1116,45,46,1,1
258,1117,35,43,2,1
258,1118,48,48,14,1
259,1118,36,31,7,1
259,1119,35,48,0,1
259,1120,41,50,0,1
259,1121,43,52,13,1
259,1121,54,28,0,1
259,1122,54,20,5,1
259,1123,33,40,16,1
259,1123,43,52,0,1
259,1124,39,57,11,1
259,1124,21,69,18,1
259,1125,61,59,0,1
259,1125,38,52,0,1
259,1125,38,47,15,1
259,1126,43,47,4,1
259,1126,33,42,0,1
260,1127,49,53,1,1
260,1128,38,52,20,1
260,1129,48,64,0,1
260,1129,45,39,8,1
260,1130,32,52,0,1
260,1131,36,59,0,1
260,1132,40,39,4,1
260,1133,32,43,0,1
260,1134,52,37,0,1
260,1134,44,45,4,1
260,1135,40,37,5,1
260,1136,52,53,2,1
260,1137,21,57,17,1
260,1137,33,50,0,1
260,1138,45,48,0,1
260,1139,37,57,7,1
260,1140,50,36,23,1
260,1141,49,59,0,1
261,1142,24,37,0,1
261,1143,41,53,0,1
261,1143,47,52,0,1
261,1144,52,38,0,1
261,1145,31,41,0,1
261,1145,38,45,0,1
261,1146,31,36,0,1
261,1147,7,70,0,1
261,1148,58,41,0,1
261,1149,42,62,2,1
261,1149,30,41,3,1
261,1150,45,36,0,1
261,1151,25,41,11,1
261,1151,30,33,5,1
261,1152,35,56,17,1
262,1153,30,33,0,1
262,1154,55,48,7,1
262,1154,24,49,0,1
262,1154,34,32,10,1
262,1155,51,53,0,1
262,1155,51,50,5,1
262,1155,40,50,0,1
262,1156,41,45,1,1
262,1157,33,35,7,1
262,1157,36,54,4,1
262,1158,37,27,3,1
262,1159,41,55,0,1
262,1160,41,58,0,1
262,1161,42,38,4,1
262,1161,39,44,25,1
263,1162,41,66,3,1
263,1163,50,55,7,1
263,1164,33,46,7,1
263,1164,39,63,0,1
263,1165,45,41,9,1
263,1165,45,42,10,1
263,1166,36,53,0,1
263,1167,39,47,0,1
263,1167,59,57,0,1
263,1168,34,42,0,1
263,1169,35,33,1,1
263,1169,33,38,0,1
263,1170,42,52,3,1
263,1170,16,43,8,1
263,1171,59,35,3,1
263,1172,38,45,4,1
264,1172,32,36,22,1
264,1173,43,56,22,1
264,1173,52,36,5,1
264,1173,39,57,0,1
264,1174,47,71,1,1
264,1175,22,48,10,1
264,1176,61,44,0,1
264,1177,46,49,0,1
264,1178,45,45,0,1
264,1178,52,29,0,1
264,1179,48,56,0,1
264,1180,26,45,0,1
264,1180,21,46,0,1
264,1181,37,52,24,1
265,1181,39,58,14,1
265,1182,31,69,0,1
265,1183,29,37,0,1
265,1184,43,51,0,1
265,1185,62,63,17,1
265,1185,38,55,0,1
265,1186,36,54,0,1
265,1187,46,55,8,1
265,1187,39,48,17,1
265,1188,39,47,0,1
265,1189,40,35,1,1
265,1190,54,44,3,1
265,1190,44,76,19,1
265,1191,55,61,0,1
265,1192,43,44,11,1
265,1193,33,32,0,1
265,1193,51,52,0,1
265,1193,52,29,1,1
265,1194,43,39,16,1
265,1195,32,35,0,1
265,1196,44,17,1,1
266,1197,30,47,0,1
266,1198,58,47,3,1
266,1199,43,50,0,1
266,1199,43,51,17,1
266,1200,31,46,0,1
266,1200,28,60,0,1
266,1201,45,44,1,1
266,1202,38,32,0,1
266,1202,41,56,0,1
266,1203,26,45,2,1
266,1203,47,70,0,1
266,1203,27,55,15,1
266,1204,26,45,0,1
266,1204,58,42,14,1
266,1205,42,46,4,1
266,1205,29,52,14,1
266,1206,28,43,5,1
266,1207,28,56,11,1
266,1207,39,60,0,1
267,1207,25,40,18,1
267,1207,55,47,1,1
267,1208,43,49,19,1
267,1209,33,44,0,1
267,1210,40,37,3,1
267,1210,45,57,12,1
267,1211,39,64,15,1
267,1212,37,42,10,1
267,1213,46,52,0,1
267,1214,52,56,5,1
268,1215,41,46,0,1
268,1215,30,52,0,1
268,1216,54,47,0,1
268,1217,43,43,0,1
268,1218,37,58,0,1
268,1219,55,59,0,1
268,1219,58,35,32,1
268,1220,48,54,1,1
269,1221,34,49,0,1
269,1221,37,34,0,1
269,1221,55,64,0,1
269,1222,37,44,0,1
269,1222,32,43,0,1
269,1223,35,46,9,1
269,1224,40,43,0,1
269,1225,42,34,3,1
269,1225,37,39,4,1
269,1226,52,51,0,1
269,1227,33,51,2,1
269,1228,61,69,0,1
269,1228,50,42,0,1
269,1229,43,45,0,1
269,1230,44,55,4,1
269,1231,38,38,0,1
270,1232,48,48,0,1
270,1233,28,48,0,1
270,1234,30,49,22,1
270,1235,53,54,0,1
270,1236,40,54,0,1
270,1236,53,54,10,1
270,1237,31,50,15,1
270,1237,41,57,11,1
270,1237,40,32,10,1
270,1237,47,47,4,1
270,1238,39,52,0,1
270,1238,49,48,9,1
270,1238,60,47,0,1
270,1239,36,33,4,1
271,1239,65,53,6,1
271,1240,52,56,23,1
271,1241,36,62,0,1
271,1241,33,52,0,1
271,1242,37,37,0,1
271,1243,37,30,6,1
271,1244,48,56,6,1
271,1245,48,44,13,1
271,1245,46,48,4,1
271,1245,48,36,9,1
271,1245,43,44,0,1
271,1246,52,37,5,1
271,1247,51,49,9,1
271,1247,26,48,5,1
272,1247,41,48,0,1
272,1248,49,42,8,1
272,1248,51,48,5,1
272,1249,67,52,0,1
272,1250,40,45,0,1
272,1250,19,45,10,1
272,1251,51,38,0,1
272,1252,48,52,14,1
272,1253,36,56,0,1
272,1254,60,60,0,1
273,1255,49,46,15,1
273,1256,27,40,0,1
273,1256,39,56,11,1
273,1256,51,57,0,1
273,1257,28,50,9,1
273,1257,62,29,0,1
273,1258,32,41,7,1
273,1258,33,40,16,1
273,1258,35,54,13,1
273,1259,38,68,3,1
273,1259,36,60,3,1
273,1260,47,56,5,1
273,1260,34,73,2,1
273,1260,54,50,0,1
273,1260,54,41,0,1
273,1261,43,65,0,1
274,1262,53,44,0,1
274,1262,48,64,0,1
274,1263,23,72,0,1
274,1264,29,44,0,1
274,1264,34,55,5,1
274,1265,57,47,0,1
274,1266,42,41,9,1
274,1267,42,53,11,1
274,1268,28,51,5,1
274,1268,48,62,0,1
274,1268,45,45,0,1
275,1269,44,42,0,1
275,1269,44,58,0,1
275,1269,43,44,27,1
275,1270,33,36,12,1
275,1271,28,50,10,1
275,1272,27,48,1,1
275,1272,36,59,26,1
275,1273,45,33,11,1
275,1274,42,48,8,1
275,1275,31,46,0,1
275,1276,38,53,0,1
275,1276,38,50,2,1
275,1277,32,28,0,1
275,1278,33,65,0,1
276,1279,51,56,0,1
276,1280,37,40,0,1
276,1281,39,63,3,1
276,1282,51,50,0,1
276,1283,35,35,1,1
276,1284,47,73,13,1
276,1285,34,28,4,1
276,1285,48,58,0,1
276,1286,45,34,0,1
276,1287,38,64,0,1
276,1287,47,48,0,1
276,1288,39,47,0,1
276,1289,46,35,6,1
276,1290,18,46,0,1
276,1290,30,61,2,1
276,1291,29,48,9,1
276,1291,40,78,16,1
276,1291,33,32,0,1
276,1292,35,57,7,1
277,1293,39,32,0,1
277,1294,41,35,12,1
277,1294,40,46,9,1
277,1295,34,56,10,1
277,1296,29,57,0,1
277,1296,35,66,29,1
277,1297,51,63,0,1
277,1298,52,33,14,1
277,1299,62,42,0,1
277,1300,27,46,0,1
277,1301,53,46,1,1
277,1302,45,41,0,1
277,1302,47,32,25,1
277,1303,41,31,9,1
277,1304,27,53,8,1
277,1304,47,58,0,1
277,1305,52,41,3,1
277,1306,43,36,0,1
277,1306,39,41,0,1
277,1307,56,45,0,1
277,1308,34,40,1,1
278,1308,46,42,2,1
278,1309,34,37,0,1
278,1309,37,50,0,1
278,1310,25,37,0,1
278,1310,42,41,14,1
278,1311,42,47,4,1
278,1312,32,44,0,1
278,1312,50,46,10,1
278,1313,50,38,0,1
278,1313,44,39,16,1
279,1314,39,58,7,1
279,1315,44,50,6,1
279,1316,52,46,0,1
279,1317,40,55,0,1
279,1317,39,52,14,1
279,1318,30,47,11,1
279,1319,34,56,24,1
279,1319,51,39,14,1
279,1320,33,47,16,1
279,1321,47,57,11,1
279,1322,34,53,0,1
279,1323,43,69,14,1
279,1323,44,48,0,1
279,1324,29,64,19,1
280,1325,57,56,0,1
280,1325,47,29,1,1
280,1325,32,42,14,1
280,1326,54,29,4,1
280,1327,43,42,0,1
280,1327,20,42,2,1
280,1327,42,61,8,1
280,1328,56,59,0,1
280,1328,23,29,0,1
280,1329,38,40,0,1
280,1329,19,68,1,1
280,1330,38,44,0,1
280,1330,37,36,25,1
280,1331,49,33,9,1
280,1331,38,40,0,1
280,1332,40,60,18,1
281,1332,32,44,0,1
281,1333,59,39,15,1
281,1334,27,36,6,1
281,1334,22,38,0,1
281,1335,53,50,9,1
281,1336,38,61,3,1
281,1337,46,49,2,1
281,1338,26,34,0,1
281,1339,38,50,0,1
281,1339,40,46,7,1
281,1340,44,51,3,1
281,1341,20,37,0,1
281,1341,40,34,13,1
282,1342,46,50,9,1
282,1342,46,57,12,1
282,1342,52,70,13,1
282,1343,41,47,0,1
282,1344,49,71,0,1
282,1344,35,63,0,1
282,1345,37,37,12,1
282,1346,29,52,11,1
282,1346,36,40,0,1
282,1346,35,56,0,1
282,1347,46,45,10,1
282,1347,41,47,12,1
282,1348,39,52,9,1
283,1349,40,46,5,1
283,1350,49,43,4,1
283,1351,38,49,0,1
283,1352,50,51,5,1
283,1353,26,50,0,1
283,1353,22,41,0,1
283,1354,51,39,0,1
284,1354,46,64,0,1
284,1355,31,55,0,1
284,1356,33,61,0,1
284,1356,55,39,19,1
284,1357,43,53,0,1
284,1358,18,52,0,1
284,1359,43,45,0,1
284,1360,45,55,6,1
284,1361,48,49,13,1
284,1361,48,33,14,1
284,1362,36,46,0,1
284,1362,39,50,1,1
284,1363,45,79,0,1
284,1364,47,46,0,1
284,1364,43,53,0,1
284,1365,72,64,7,1
284,1365,37,40,9,1
284,1366,37,58,8,1
284,1367,50,44,10,1
284,1368,31,41,0,1
285,1369,59,46,9,1
285,1370,36,36,5,1
285,1370,40,48,0,1
285,1371,40,32,3,1
285,1371,24,45,11,1
285,1372,52,34,0,1
285,1372,37,35,0,1
285,1373,35,46,0,1
285,1373,48,53,14,1
285,1375,46,46,0,1
285,1376,41,35,0,1
286,1377,63,43,11,1
286,1378,38,38,0,1
286,1379,34,56,0,1
286,1379,52,63,0,1
286,1380,37,57,0,1
286,1380,41,59,3,1
286,1381,26,73,0,1
286,1381,40,51,3,1
286,1382,47,68,0,1
286,1382,41,39,0,1
286,1383,54,53,5,1
286,1383,38,51,10,1
286,1384,44,70,11,1
286,1385,57,58,0,1
286,1385,26,52,0,1
286,1385,40,60,0,1
286,1386,42,46,0,1
286,1386,56,59,0,1
286,1386,17,64,0,1
287,1387,55,34,6,1
287,1387,38,51,0,1
287,1387,41,43,0,1
287,1387,45,45,0,1
287,1387,35,62,14,1
287,1388,46,67,2,1
287,1389,44,38,8,1
287,1389,34,16,2,1
287,1390,42,47,4,1
287,1390,42,68,0,1
287,1390,45,64,3,1
287,1392,48,55,0,1
287,1392,37,55,8,1
287,1393,32,33,0,1
287,1393,64,50,0,1
287,1394,54,59,6,1
287,1395,47,61,9,1
287,1396,41,31,16,1
288,1397,39,50,5,1
288,1398,38,45,9,1
288,1398,39,61,0,1
288,1399,40,39,0,1
288,1400,55,26,18,1
288,1401,30,54,11,1
288,1402,42,41,0,1
288,1403,43,39,7,1
288,1403,29,54,11,1
288,1403,35,54,0,1
288,1404,57,30,16,1
288,1404,38,33,0,1
288,1405,35,35,0,1
288,1406,34,36,18,1
288,1406,43,45,2,1
288,1407,49,44,0,1
288,1407,45,55,4,1
288,1408,54,49,4,1
288,1408,43,66,4,1
289,1408,54,39,0,1
289,1409,34,40,0,1
289,1410,35,36,0,1
289,1410,41,71,0,1
289,1411,37,32,0,1
289,1411,29,41,14,1
289,1412,38,39,3,1
289,1413,39,45,18,1
289,1414,27,48,0,1
289,1415,44,41,0,1
289,1416,57,71,14,1
289,1416,40,28,5,1
289,1416,55,56,5,1
289,1417,55,60,10,1
290,1418,43,47,0,1
290,1419,58,47,14,1
290,1419,29,48,0,1
290,1420,34,34,7,1
290,1421,39,65,2,1
290,1422,19,51,11,1
290,1422,34,55,0,1
290,1423,30,28,0,1
290,1423,52,56,0,1
290,1423,26,45,3,1
290,1424,37,36,3,1
290,1425,42,48,0,1
290,1426,34,66,0,1
290,1426,41,44,16,1
291,1426,34,32,6,1
291,1427,34,48,0,1
291,1427,48,45,3,1
291,1428,51,53,10,1
291,1429,50,45,0,1
291,1430,44,45,36,1
291,1431,42,42,0,1
291,1433,41,61,0,1
291,1434,35,53,2,1
291,1434,49,64,1,1
291,1434,47,43,0,1
291,1434,52,59,0,1
291,1434,37,54,5,1
291,1435,66,60,0,1
291,1436,34,53,0,1
291,1437,56,41,10,1
291,1438,42,38,0,1
292,1439,41,38,33,1
292,1440,27,44,18,1
292,1441,23,46,0,1
292,1441,37,64,13,1
292,1442,39,40,0,1
292,1443,49,32,15,1
292,1443,50,54,19,1
292,1443,30,49,0,1
292,1444,47,45,1,1
292,1444,44,24,0,1
292,1445,53,57,0,1
292,1446,47,50,2,1
292,1447,25,52,0,1
292,1448,34,38,15,1
292,1448,55,37,5,1
293,1449,29,60,0,1
293,1450,44,45,0,1
293,1451,52,44,0,1
293,1451,39,55,0,1
293,1451,41,40,13,1
293,1453,40,26,16,1
293,1454,62,44,0,1
293,1455,44,41,0,1
293,1455,42,53,0,1
293,1455,44,36,0,1
293,1455,55,43,9,1
293,1456,52,38,7,1
293,1456,47,51,2,1
293,1458,49,74,0,1
293,1458,32,56,0,1
293,1459,37,64,0,1
294,1460,55,35,18,1
294,1460,35,39,10,1
294,1461,42,48,18,1
294,1461,31,32,13,1
294,1462,35,37,1,1
294,1462,45,44,11,1
294,1463,50,42,8,1
294,1463,57,38,5,1
294,1464,41,53,0,1
294,1465,41,47,0,1
294,1466,30,49,7,1
294,1467,20,50,0,1
294,1467,48,38,10,1
294,1468,54,58,8,1
294,1469,35,60,0,1
294,1470,43,52,6,1
295,1470,55,35,10,1
295,1470,38,58,8,1
295,1471,49,57,11,1
295,1471,45,42,10,1
295,1471,44,64,5,1
295,1471,38,47,6,1
295,1471,44,61,9,1
295,1472,45,51,21,1
295,1472,57,19,19,1
295,1473,49,47,6,1
295,1474,36,36,0,1
295,1475,36,33,0,1
295,1476,46,43,4,1
295,1477,28,56,8,1
295,1478,33,70,0,1
295,1479,39,69,3,1
295,1480,53,40,0,1
295,1481,42,61,13,1
295,1482,46,57,7,1
296,1482,29,56,4,1
296,1483,43,49,5,1
296,1483,35,38,14,1
296,1483,33,39,15,1
296,1484,47,43,3,1
296,1485,37,40,0,1
296,1486,39,27,0,1
296,1487,23,55,6,1
296,1487,32,54,0,1
296,1487,23,50,7,1
296,1488,30,53,0,1
296,1489,39,27,8,1
296,1489,49,51,0,1
296,1490,50,41,3,1
296,1491,58,62,0,1
296,1492,35,51,0,1
296,1492,37,47,0,1
297,1494,33,56,0,1
297,1494,30,47,0,1
297,1495,46,50,12,1
297,1495,42,46,21,1
297,1495,41,49,0,1
297,1495,35,51,0,1
297,1495,55,38,22,1
298,1496,45,47,3,1
298,1497,33,37,9,1
298,1497,47,64,0,1
298,1498,38,64,9,1
298,1499,34,38,0,1
298,1501,40,53,11,1
298,1502,45,32,0,1
298,1502,57,27,7,1
298,1502,48,62,0,1
298,1503,40,62,8,1
298,1504,37,52,12,1
298,1504,51,46,0,1
298,1505,31,49,1,1
298,1505,29,21,13,1
298,1506,46,45,0,1
298,1507,63,31,0,1
298,1508,41,55,0,1
298,1508,42,59,0,1
299,1509,56,62,0,1
299,1510,53,28,0,1
299,1511,40,65,1,1
299,1512,39,49,19,1
299,1513,40,63,0,1
299,1513,55,44,0,1
299,1513,32,66,0,1
299,1514,45,60,4,1
299,1514,57,47,0,1
299,1514,38,41,9,1
299,1515,40,44,2,1
299,1516,47,47,0,1
299,1517,33,41,16,1
299,1518,43,64,0,1
299,1519,43,46,3,1
300,1519,60,44,16,1
300,1520,31,54,0,1
300,1520,27,58,0,1
300,1520,48,38,9,1
300,1521,38,42,0,1
300,1522,61,46,0,1
300,1523,41,47,14,1
300,1524,52,41,8,1
300,1525,24,19,0,1
300,1525,45,53,9,1
300,1526,37,35,3,1
300,1527,40,41,19,1
300,1527,27,43,19,1
300,1528,36,56,3,1
300,1529,34,49,0,1
300,1529,28,52,0,1
300,1530,34,26,0,1
300,1530,49,46,15,1
300,1530,53,48,0,1
301,1531,48,43,20,1
301,1532,35,43,14,1
301,1533,45,39,11,1
301,1533,23,48,12,1
301,1534,42,51,4,1
301,1534,44,29,3,1
301,1535,31,24,24,1
301,1535,37,60,0,1
301,1535,43,43,0,1
301,1536,44,23,0,1
301,1537,37,44,16,1
301,1538,46,34,12,1
301,1539,34,19,0,1
301,1540,48,58,16,1
301,1541,34,54,21,1
301,1542,33,39,0,1
302,1543,29,44,9,1
302,1543,55,55,9,1
302,1544,42,35,0,1
302,1545,44,51,2,1
302,1546,54,38,11,1
302,1546,46,41,0,1
302,1546,33,50,0,1
302,1547,42,55,27,1
302,1547,50,33,0,1
302,1548,53,49,0,1
302,1549,66,34,4,1
302,1549,28,39,13,1
302,1550,17,52,7,1
302,1550,35,33,2,1
303,1550,50,52,15,1
303,1551,52,44,6,1
303,1552,54,48,0,1
303,1553,34,56,2,1
303,1553,60,37,0,1
303,1553,41,41,10,1
303,1554,45,57,1,1
303,1554,31,49,0,1
303,1555,18,44,17,1
303,1556,34,55,10,1
303,1556,37,53,4,1
303,1557,35,56,12,1
303,1558,43,48,0,1
303,1558,32,61,0,1
303,1559,50,25,0,1
303,1559,55,40,16,1
304,1560,53,52,2,1
304,1560,38,50,9,1
304,1562,56,41,0,1
304,1562,38,54,27,1
304,1563,46,45,0,1
304,1564,39,44,0,1
304,1564,31,39,0,1
304,1565,32,31,0,1
304,1565,47,35,10,1
304,1565,51,50,7,1
304,1566,56,50,7,1
304,1567,41,36,4,1
304,1568,47,56,0,1
304,1569,55,62,0,1
304,1569,48,36,0,1
304,1569,27,59,8,1
304,1570,55,53,11,1
304,1570,27,58,12,1
304,1571,44,57,3,1
304,1573,43,58,0,1
305,1574,23,48,0,1
305,1575,35,36,0,1
305,1575,20,38,0,1
305,1576,51,50,0,1
306,1576,47,49,0,1
306,1577,45,37,4,1
306,1579,23,49,15,1
306,1580,28,44,0,1
306,1580,32,32,0,1
306,1580,44,55,0,1
306,1580,32,58,5,1
306,1581,43,47,3,1
306,1581,42,49,0,1
306,1582,28,40,0,1
306,1582,34,40,0,1
306,1582,14,47,23,1
306,1583,27,54,5,1
306,1583,34,54,0,1
306,1584,52,55,0,1
306,1584,30,36,10,1
306,1585,23,44,5,1
306,1585,57,42,2,1
307,1585,34,43,4,1
307,1586,53,61,3,1
307,1586,51,54,0,1
307,1587,47,57,15,1
307,1587,37,51,0,1
307,1588,35,38,0,1
307,1589,37,30,21,1
307,1590,28,58,0,1
308,1590,48,33,0,1
308,1591,54,49,0,1
308,1592,45,48,0,1
308,1593,32,35,8,1
308,1594,34,49,0,1
308,1595,43,56,5,1
308,1596,42,55,4,1
308,1597,40,35,13,1
308,1597,29,62,3,1
308,1598,38,68,0,1
308,1599,23,48,8,1
308,1600,42,56,0,1
308,1601,35,48,6,1
309,1602,38,45,0,1
309,1603,31,47,12,1
309,1604,31,62,7,1
309,1604,56,26,0,1
309,1605,33,45,2,1
309,1605,27,55,0,1
309,1606,48,51,0,1
309,1607,42,61,11,1
309,1607,21,41,0,1
309,1607,32,59,0,1
309,1608,48,53,6,1
310,1608,55,60,2,1
310,1608,43,45,0,1
310,1609,41,37,4,1
310,1609,45,26,8,1
310,1610,42,48,10,1
310,1611,54,42,0,1
310,1612,45,50,0,1
310,1613,49,48,0,1
310,1614,48,65,0,1
310,1615,47,27,17,1
310,1616,28,41,0,1
310,1616,37,25,6,1
311,1617,32,63,0,1
311,1617,32,45,3,1
311,1618,52,29,0,1
311,1618,54,50,10,1
311,1618,38,57,8,1
311,1619,42,53,0,1
311,1620,47,41,0,1
311,1621,28,51,19,1
311,1621,28,54,6,1
311,1621,48,68,14,1
311,1622,44,31,0,1
311,1622,49,48,0,1
311,1623,51,42,0,1
311,1624,27,57,15,1
311,1626,46,59,9,1
311,1626,39,53,1,1
311,1626,47,57,0,1
311,1627,46,51,11,1
311,1628,37,44,20,1
311,1629,33,49,30,1
312,1630,45,54,14,1
312,1630,34,50,14,1
312,1631,39,45,5,1
312,1632,47,58,0,1
312,1633,16,54,0,1
312,1633,28,47,5,1
312,1634,32,43,0,1
312,1635,54,54,0,1
312,1636,39,44,17,1
312,1637,46,50,3,1
312,1638,38,47,0,1
312,1639,48,39,0,1
312,1639,55,48,6,1
312,1640,54,49,4,1
312,1640,27,49,2,1
312,1640,30,44,5,1
312,1641,40,27,0,1
